sales_date,region_name,province,city,product_id,product_name,product_category,brand,outlet_id,outlet_name,outlet_type,channel_id,channel_name,customer_segment,sales_amount,sales_qty,transaction_count,avg_selling_price
2024-01-20,Sumatera,Sumatera,Medan,P001,Tempra,Fever & Pain,Tempo Scan,O010,Medan Health Mart,Retail,C02,Modern Trade,Consumer Health,35.59,170,50,209352.94
2024-01-20,Sumatera,Sumatera,Medan,P001,Tempra,Fever & Pain,Tempo Scan,O010,Medan Health Mart,Retail,C03,E-commerce,Consumer Health,21.151,103,40,205349.51
2024-01-20,Sumatera,Sumatera,Medan,P001,Tempra,Fever & Pain,Tempo Scan,O010,Medan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,14.297,67,21,213388.06
2024-01-20,Sumatera,Sumatera,Medan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O010,Medan Health Mart,Retail,C01,General Trade,Consumer Health,41.723,187,62,223117.65
2024-01-20,Sumatera,Sumatera,Medan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O010,Medan Health Mart,Retail,C02,Modern Trade,Consumer Health,35.731,182,54,196324.18
2024-01-20,Sumatera,Sumatera,Medan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O010,Medan Health Mart,Retail,C03,E-commerce,Consumer Health,25.602,128,50,200015.62
2024-01-20,Sumatera,Sumatera,Medan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O010,Medan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,17.005,72,21,236180.56
2024-01-20,Sumatera,Sumatera,Medan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O010,Medan Health Mart,Retail,C01,General Trade,Consumer Health,35.29,157,46,224777.07
2024-01-20,Sumatera,Sumatera,Medan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O010,Medan Health Mart,Retail,C02,Modern Trade,Consumer Health,27.886,126,45,221317.46
2024-01-20,Sumatera,Sumatera,Medan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O010,Medan Health Mart,Retail,C03,E-commerce,Consumer Health,19.57,96,36,203854.17
2024-01-20,Sumatera,Sumatera,Medan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O010,Medan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,12.107,64,18,189171.88
2024-01-20,Sumatera,Sumatera,Medan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O010,Medan Health Mart,Retail,C01,General Trade,Consumer Health,30.958,126,40,245698.41
2024-01-20,Sumatera,Sumatera,Medan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O010,Medan Health Mart,Retail,C02,Modern Trade,Consumer Health,23.631,101,29,233970.3
2024-01-20,Sumatera,Sumatera,Medan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O010,Medan Health Mart,Retail,C03,E-commerce,Consumer Health,15.186,77,22,197220.78
2024-01-20,Sumatera,Sumatera,Medan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O010,Medan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,10.738,49,16,219142.86
2024-01-20,Sumatera,Sumatera,Medan,P005,Marina Skin Care,Skin Care,Tempo Scan,O010,Medan Health Mart,Retail,C01,General Trade,Consumer Health,25.461,123,39,207000.0
2024-01-20,Sumatera,Sumatera,Medan,P005,Marina Skin Care,Skin Care,Tempo Scan,O010,Medan Health Mart,Retail,C02,Modern Trade,Consumer Health,20.388,84,25,242714.29
2024-01-20,Sumatera,Sumatera,Medan,P005,Marina Skin Care,Skin Care,Tempo Scan,O010,Medan Health Mart,Retail,C03,E-commerce,Consumer Health,16.316,68,24,239941.18
2024-01-20,Sumatera,Sumatera,Medan,P005,Marina Skin Care,Skin Care,Tempo Scan,O010,Medan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,9.291,46,17,201978.26
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,27.816,124,38,224322.58
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,26.339,116,40,227060.34
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,17.475,89,22,196348.31
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,10.684,51,13,209490.2
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,35.533,177,52,200751.41
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,31.607,127,39,248874.02
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,20.534,96,36,213895.83
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,14.108,60,23,235133.33
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,24.544,102,32,240627.45
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,23.982,92,23,260673.91
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,14.325,60,20,238750.0
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,10.094,46,16,219434.78
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,21.461,88,23,243875.0
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,18.779,95,24,197673.68
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,12.967,52,14,249365.38
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,8.551,44,13,194340.91
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,20.551,92,26,223380.43
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,16.717,69,18,242275.36
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,11.933,60,23,198883.33
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O011,Balikpapan Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,7.752,32,10,242250.0
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O012,Balikpapan Health Mart,Retail,C01,General Trade,Consumer Health,27.306,126,36,216714.29
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O012,Balikpapan Health Mart,Retail,C02,Modern Trade,Consumer Health,27.195,136,34,199963.24
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O012,Balikpapan Health Mart,Retail,C03,E-commerce,Consumer Health,15.644,80,21,195550.0
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P001,Tempra,Fever & Pain,Tempo Scan,O012,Balikpapan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,12.018,61,16,197016.39
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O012,Balikpapan Health Mart,Retail,C01,General Trade,Consumer Health,34.717,135,38,257162.96
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O012,Balikpapan Health Mart,Retail,C02,Modern Trade,Consumer Health,29.413,147,40,200088.44
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O012,Balikpapan Health Mart,Retail,C03,E-commerce,Consumer Health,19.938,88,24,226568.18
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O012,Balikpapan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,12.11,53,19,228490.57
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C01,General Trade,Consumer Health,25.119,101,25,248702.97
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C02,Modern Trade,Consumer Health,23.063,120,37,192191.67
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C03,E-commerce,Consumer Health,16.493,77,27,214194.81
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P003,Hemaviton C1000,Vitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,10.939,56,21,195339.29
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C01,General Trade,Consumer Health,21.99,98,32,224387.76
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C02,Modern Trade,Consumer Health,20.337,83,22,245024.1
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C03,E-commerce,Consumer Health,12.751,57,14,223701.75
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P004,Vidoran Smart,Multivitamin,Tempo Scan,O012,Balikpapan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,7.83,35,9,223714.29
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O012,Balikpapan Health Mart,Retail,C01,General Trade,Consumer Health,19.834,80,28,247925.0
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O012,Balikpapan Health Mart,Retail,C02,Modern Trade,Consumer Health,17.614,82,20,214804.88
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O012,Balikpapan Health Mart,Retail,C03,E-commerce,Consumer Health,10.914,56,15,194892.86
2024-01-20,Kalimantan,Kalimantan,Balikpapan,P005,Marina Skin Care,Skin Care,Tempo Scan,O012,Balikpapan Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,7.388,31,8,238322.58
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,25.801,123,39,209764.23
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,19.253,84,30,229202.38
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,14.799,75,23,197320.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,8.808,37,10,238054.05
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,26.672,125,38,213376.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,25.644,124,43,206806.45
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,15.053,60,15,250883.33
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,11.578,57,17,203122.81
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,19.309,92,23,209880.43
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,17.78,73,27,243561.64
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,13.641,63,16,216523.81
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,9.014,47,17,191787.23
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,18.461,91,33,202868.13
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,16.903,78,26,216705.13
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,10.097,45,17,224377.78
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,7.232,38,9,190315.79
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,15.337,70,21,219100.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,14.227,74,18,192256.76
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,8.803,35,12,251514.29
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O013,Makassar Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,6.085,32,9,190156.25
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O014,Makassar Health Mart,Retail,C01,General Trade,Consumer Health,26.131,112,28,233312.5
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O014,Makassar Health Mart,Retail,C02,Modern Trade,Consumer Health,21.948,84,30,261285.71
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O014,Makassar Health Mart,Retail,C03,E-commerce,Consumer Health,14.483,68,22,212985.29
2024-01-20,Sulawesi,Sulawesi,Makassar,P001,Tempra,Fever & Pain,Tempo Scan,O014,Makassar Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,9.909,47,14,210829.79
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O014,Makassar Health Mart,Retail,C01,General Trade,Consumer Health,30.392,148,41,205351.35
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O014,Makassar Health Mart,Retail,C02,Modern Trade,Consumer Health,26.173,115,43,227591.3
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O014,Makassar Health Mart,Retail,C03,E-commerce,Consumer Health,17.517,77,28,227493.51
2024-01-20,Sulawesi,Sulawesi,Makassar,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O014,Makassar Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,11.308,52,13,217461.54
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C01,General Trade,Consumer Health,21.24,102,27,208235.29
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C02,Modern Trade,Consumer Health,20.475,91,25,225000.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C03,E-commerce,Consumer Health,13.639,57,20,239280.7
2024-01-20,Sulawesi,Sulawesi,Makassar,P003,Hemaviton C1000,Vitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,9.091,40,11,227275.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C01,General Trade,Consumer Health,19.53,102,38,191470.59
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C02,Modern Trade,Consumer Health,14.252,71,19,200732.39
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C03,E-commerce,Consumer Health,11.667,46,16,253630.43
2024-01-20,Sulawesi,Sulawesi,Makassar,P004,Vidoran Smart,Multivitamin,Tempo Scan,O014,Makassar Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,7.815,32,9,244218.75
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O014,Makassar Health Mart,Retail,C01,General Trade,Consumer Health,15.183,63,20,241000.0
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O014,Makassar Health Mart,Retail,C02,Modern Trade,Consumer Health,12.785,59,20,216694.92
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O014,Makassar Health Mart,Retail,C03,E-commerce,Consumer Health,9.547,48,12,198895.83
2024-01-20,Sulawesi,Sulawesi,Makassar,P005,Marina Skin Care,Skin Care,Tempo Scan,O014,Makassar Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,5.946,28,8,212357.14
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,50.926,262,68,194374.05
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,44.193,192,67,230171.88
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,32.899,138,38,238398.55
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,21.984,112,30,196285.71
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,66.085,343,91,192667.64
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,50.124,260,79,192784.62
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,33.191,144,40,230493.06
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,23.926,109,33,219504.59
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,43.504,174,55,250022.99
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,39.308,200,58,196540.0
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,28.064,130,44,215876.92
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,16.943,74,24,228959.46
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,42.048,204,73,206117.65
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,35.834,190,68,188600.0
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,23.327,95,24,245547.37
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,15.903,63,20,252428.57
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C01,General Trade,Consumer Health,37.997,167,41,227526.95
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C02,Modern Trade,Consumer Health,33.14,176,50,188295.45
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C03,E-commerce,Consumer Health,19.392,102,29,190117.65
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P005,Marina Skin Care,Skin Care,Tempo Scan,O001,Bandung Prime Pharmacy,Pharmacy,C04,Hospitals & Institutions,Consumer Health,15.365,71,25,216408.45
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,56.707,251,76,225924.3
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,47.885,216,77,221689.81
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,33.851,152,51,222703.95
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P001,Tempra,Fever & Pain,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,20.07,93,36,215806.45
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,56.775,263,94,215874.52
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,55.297,217,54,254824.88
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,35.016,134,34,261313.43
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P002,Bodrex Flu & Batuk,Cough & Cold,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,23.142,89,22,260022.47
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,43.033,206,56,208898.06
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C02,Modern Trade,Consumer Health,36.78,186,51,197741.94
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C03,E-commerce,Consumer Health,28.263,145,38,194917.24
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P003,Hemaviton C1000,Vitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C04,Hospitals & Institutions,Consumer Health,19.378,91,32,212945.05
2024-01-21,Jawa Barat,Jawa Barat,Bandung,P004,Vidoran Smart,Multivitamin,Tempo Scan,O002,Bandung Health Mart,Retail,C01,General Trade,Consumer Health,42.407,218,68,194527.52
