sales_month,region_name,product_name,channel_name,sales_amount
2022-07-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1744.693
2022-07-01,Jawa Timur,Hemaviton C1000,General Trade,3405.241
2022-07-01,Jawa Timur,Hemaviton C1000,Modern Trade,2867.432
2022-07-01,Jawa Timur,Hemaviton C1000,E-commerce,2046.193
2022-07-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1370.699
2022-07-01,Jawa Timur,Vidoran Smart,General Trade,2853.362
2022-07-01,Jawa Timur,Vidoran Smart,Modern Trade,2462.517
2022-07-01,Jawa Timur,Vidoran Smart,E-commerce,1750.524
2022-07-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1124.267
2022-07-01,Jawa Timur,Marina Skin Care,General Trade,2600.866
2022-07-01,Jawa Timur,Marina Skin Care,Modern Trade,2223.757
2022-07-01,Jawa Timur,Marina Skin Care,E-commerce,1532.915
2022-07-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,1027.738
2022-07-01,Jawa Tengah,Tempra,General Trade,2827.99
2022-07-01,Jawa Tengah,Tempra,Modern Trade,2524.217
2022-07-01,Jawa Tengah,Tempra,E-commerce,1716.56
2022-07-01,Jawa Tengah,Tempra,Hospitals & Institutions,1116.764
2022-07-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,3181.026
2022-07-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2743.022
2022-07-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1924.225
2022-07-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1295.412
2022-07-01,Jawa Tengah,Hemaviton C1000,General Trade,2473.585
2022-07-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2158.654
2022-07-01,Jawa Tengah,Hemaviton C1000,E-commerce,1420.152
2022-07-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,964.524
2022-07-01,Jawa Tengah,Vidoran Smart,General Trade,2098.607
2022-07-01,Jawa Tengah,Vidoran Smart,Modern Trade,1826.723
2022-07-01,Jawa Tengah,Vidoran Smart,E-commerce,1258.377
2022-07-01,Jawa Tengah,Vidoran Smart,Hospitals & Institutions,837.648
2022-07-01,Jawa Tengah,Marina Skin Care,General Trade,1932.824
2022-07-01,Jawa Tengah,Marina Skin Care,Modern Trade,1640.634
2022-07-01,Jawa Tengah,Marina Skin Care,E-commerce,1127.577
2022-07-01,Jawa Tengah,Marina Skin Care,Hospitals & Institutions,772.097
2022-07-01,Sumatera,Tempra,General Trade,2360.701
2022-07-01,Sumatera,Tempra,Modern Trade,2013.455
2022-07-01,Sumatera,Tempra,E-commerce,1362.51
2022-07-01,Sumatera,Tempra,Hospitals & Institutions,919.459
2022-07-01,Sumatera,Bodrex Flu & Batuk,General Trade,2638.656
2022-07-01,Sumatera,Bodrex Flu & Batuk,Modern Trade,2363.312
2022-07-01,Sumatera,Bodrex Flu & Batuk,E-commerce,1572.228
2022-07-01,Sumatera,Bodrex Flu & Batuk,Hospitals & Institutions,1050.579
2022-07-01,Sumatera,Hemaviton C1000,General Trade,2134.081
2022-07-01,Sumatera,Hemaviton C1000,Modern Trade,1769.275
2022-07-01,Sumatera,Hemaviton C1000,E-commerce,1219.425
2022-07-01,Sumatera,Hemaviton C1000,Hospitals & Institutions,818.659
2022-07-01,Sumatera,Vidoran Smart,General Trade,1748.512
2022-07-01,Sumatera,Vidoran Smart,Modern Trade,1524.41
2022-07-01,Sumatera,Vidoran Smart,E-commerce,1064.992
2022-07-01,Sumatera,Vidoran Smart,Hospitals & Institutions,712.527
2022-07-01,Sumatera,Marina Skin Care,General Trade,1603.658
2022-07-01,Sumatera,Marina Skin Care,Modern Trade,1403.331
2022-07-01,Sumatera,Marina Skin Care,E-commerce,928.651
2022-07-01,Sumatera,Marina Skin Care,Hospitals & Institutions,616.09
2022-07-01,Kalimantan,Tempra,General Trade,1791.494
2022-07-01,Kalimantan,Tempra,Modern Trade,1609.4
2022-07-01,Kalimantan,Tempra,E-commerce,1061.557
2022-07-01,Kalimantan,Tempra,Hospitals & Institutions,732.715
2022-07-01,Kalimantan,Bodrex Flu & Batuk,General Trade,2103.45
2022-07-01,Kalimantan,Bodrex Flu & Batuk,Modern Trade,1849.245
2022-07-01,Kalimantan,Bodrex Flu & Batuk,E-commerce,1227.714
2022-07-01,Kalimantan,Bodrex Flu & Batuk,Hospitals & Institutions,834.416
2022-07-01,Kalimantan,Hemaviton C1000,General Trade,1556.996
2022-07-01,Kalimantan,Hemaviton C1000,Modern Trade,1345.248
2022-07-01,Kalimantan,Hemaviton C1000,E-commerce,917.907
2022-07-01,Kalimantan,Hemaviton C1000,Hospitals & Institutions,621.581
2022-07-01,Kalimantan,Vidoran Smart,General Trade,1361.108
2022-07-01,Kalimantan,Vidoran Smart,Modern Trade,1179.81
2022-07-01,Kalimantan,Vidoran Smart,E-commerce,810.289
2022-07-01,Kalimantan,Vidoran Smart,Hospitals & Institutions,550.96
2022-07-01,Kalimantan,Marina Skin Care,General Trade,1170.231
2022-07-01,Kalimantan,Marina Skin Care,Modern Trade,1073.457
2022-07-01,Kalimantan,Marina Skin Care,E-commerce,715.393
2022-07-01,Kalimantan,Marina Skin Care,Hospitals & Institutions,488.609
2022-07-01,Sulawesi,Tempra,General Trade,1536.573
2022-07-01,Sulawesi,Tempra,Modern Trade,1338.846
2022-07-01,Sulawesi,Tempra,E-commerce,881.321
2022-07-01,Sulawesi,Tempra,Hospitals & Institutions,596.594
2022-07-01,Sulawesi,Bodrex Flu & Batuk,General Trade,1769.22
2022-07-01,Sulawesi,Bodrex Flu & Batuk,Modern Trade,1533.591
2022-07-01,Sulawesi,Bodrex Flu & Batuk,E-commerce,1012.026
2022-07-01,Sulawesi,Bodrex Flu & Batuk,Hospitals & Institutions,694.891
2022-07-01,Sulawesi,Hemaviton C1000,General Trade,1318.515
2022-07-01,Sulawesi,Hemaviton C1000,Modern Trade,1119.965
2022-07-01,Sulawesi,Hemaviton C1000,E-commerce,794.316
2022-07-01,Sulawesi,Hemaviton C1000,Hospitals & Institutions,535.421
2022-07-01,Sulawesi,Vidoran Smart,General Trade,1116.345
2022-07-01,Sulawesi,Vidoran Smart,Modern Trade,971.493
2022-07-01,Sulawesi,Vidoran Smart,E-commerce,647.367
2022-07-01,Sulawesi,Vidoran Smart,Hospitals & Institutions,442.829
2022-07-01,Sulawesi,Marina Skin Care,General Trade,1020.421
2022-07-01,Sulawesi,Marina Skin Care,Modern Trade,870.973
2022-07-01,Sulawesi,Marina Skin Care,E-commerce,601.837
2022-07-01,Sulawesi,Marina Skin Care,Hospitals & Institutions,409.922
2022-08-01,Jawa Barat,Tempra,General Trade,6201.279
2022-08-01,Jawa Barat,Tempra,Modern Trade,5645.201
2022-08-01,Jawa Barat,Tempra,E-commerce,3803.698
2022-08-01,Jawa Barat,Tempra,Hospitals & Institutions,2507.739
2022-08-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,7100.679
2022-08-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6156.693
2022-08-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4301.076
2022-08-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,2954.715
2022-08-01,Jawa Barat,Hemaviton C1000,General Trade,5559.31
2022-08-01,Jawa Barat,Hemaviton C1000,Modern Trade,4764.523
2022-08-01,Jawa Barat,Hemaviton C1000,E-commerce,3384.078
2022-08-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2175.034
2022-08-01,Jawa Barat,Vidoran Smart,General Trade,4613.335
2022-08-01,Jawa Barat,Vidoran Smart,Modern Trade,4071.506
2022-08-01,Jawa Barat,Vidoran Smart,E-commerce,2797.726
2022-08-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,1895.66
2022-08-01,Jawa Barat,Marina Skin Care,General Trade,4136.579
2022-08-01,Jawa Barat,Marina Skin Care,Modern Trade,3794.093
2022-08-01,Jawa Barat,Marina Skin Care,E-commerce,2435.564
2022-08-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1731.959
2022-08-01,Jawa Timur,Tempra,General Trade,3864.356
2022-08-01,Jawa Timur,Tempra,Modern Trade,3321.856
2022-08-01,Jawa Timur,Tempra,E-commerce,2283.306
2022-08-01,Jawa Timur,Tempra,Hospitals & Institutions,1547.036
2022-08-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4400.308
2022-08-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,3842.381
2022-08-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2605.598
2022-08-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1730.762
2022-08-01,Jawa Timur,Hemaviton C1000,General Trade,3309.312
2022-08-01,Jawa Timur,Hemaviton C1000,Modern Trade,2866.594
2022-08-01,Jawa Timur,Hemaviton C1000,E-commerce,1962.422
2022-08-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1309.937
2022-08-01,Jawa Timur,Vidoran Smart,General Trade,2796.661
2022-08-01,Jawa Timur,Vidoran Smart,Modern Trade,2405.54
2022-08-01,Jawa Timur,Vidoran Smart,E-commerce,1605.042
2022-08-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1094.084
2022-08-01,Jawa Timur,Marina Skin Care,General Trade,2528.187
2022-08-01,Jawa Timur,Marina Skin Care,Modern Trade,2194.558
2022-08-01,Jawa Timur,Marina Skin Care,E-commerce,1456.205
2022-08-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,986.579
2022-08-01,Jawa Tengah,Tempra,General Trade,2784.69
2022-08-01,Jawa Tengah,Tempra,Modern Trade,2362.495
2022-08-01,Jawa Tengah,Tempra,E-commerce,1657.087
2022-08-01,Jawa Tengah,Tempra,Hospitals & Institutions,1081.558
2022-08-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,3192.63
2022-08-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2666.708
2022-08-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1884.024
2022-08-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1268.628
2022-08-01,Jawa Tengah,Hemaviton C1000,General Trade,2423.658
2022-08-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2134.23
2022-08-01,Jawa Tengah,Hemaviton C1000,E-commerce,1376.175
2022-08-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,980.469
2022-08-01,Jawa Tengah,Vidoran Smart,General Trade,2010.916
2022-08-01,Jawa Tengah,Vidoran Smart,Modern Trade,1744.488
2022-08-01,Jawa Tengah,Vidoran Smart,E-commerce,1172.697
2022-08-01,Jawa Tengah,Vidoran Smart,Hospitals & Institutions,834.219
2022-08-01,Jawa Tengah,Marina Skin Care,General Trade,1787.112
2022-08-01,Jawa Tengah,Marina Skin Care,Modern Trade,1606.186
2022-08-01,Jawa Tengah,Marina Skin Care,E-commerce,1047.406
2022-08-01,Jawa Tengah,Marina Skin Care,Hospitals & Institutions,726.49
2022-08-01,Sumatera,Tempra,General Trade,2301.638
2022-08-01,Sumatera,Tempra,Modern Trade,1951.558
2022-08-01,Sumatera,Tempra,E-commerce,1384.809
2022-08-01,Sumatera,Tempra,Hospitals & Institutions,901.883
2022-08-01,Sumatera,Bodrex Flu & Batuk,General Trade,2605.696
2022-08-01,Sumatera,Bodrex Flu & Batuk,Modern Trade,2309.493
2022-08-01,Sumatera,Bodrex Flu & Batuk,E-commerce,1532.188
2022-08-01,Sumatera,Bodrex Flu & Batuk,Hospitals & Institutions,1029.947
2022-08-01,Sumatera,Hemaviton C1000,General Trade,1955.041
2022-08-01,Sumatera,Hemaviton C1000,Modern Trade,1746.807
2022-08-01,Sumatera,Hemaviton C1000,E-commerce,1165.215
2022-08-01,Sumatera,Hemaviton C1000,Hospitals & Institutions,800.289
2022-08-01,Sumatera,Vidoran Smart,General Trade,1748.869
2022-08-01,Sumatera,Vidoran Smart,Modern Trade,1443.69
2022-08-01,Sumatera,Vidoran Smart,E-commerce,986.103
2022-08-01,Sumatera,Vidoran Smart,Hospitals & Institutions,670.243
2022-08-01,Sumatera,Marina Skin Care,General Trade,1490.397
2022-08-01,Sumatera,Marina Skin Care,Modern Trade,1339.442
2022-08-01,Sumatera,Marina Skin Care,E-commerce,884.06
2022-08-01,Sumatera,Marina Skin Care,Hospitals & Institutions,615.889
2022-08-01,Kalimantan,Tempra,General Trade,1747.63
2022-08-01,Kalimantan,Tempra,Modern Trade,1505.616
2022-08-01,Kalimantan,Tempra,E-commerce,1061.001
2022-08-01,Kalimantan,Tempra,Hospitals & Institutions,694.454
2022-08-01,Kalimantan,Bodrex Flu & Batuk,General Trade,1990.017
2022-08-01,Kalimantan,Bodrex Flu & Batuk,Modern Trade,1768.754
2022-08-01,Kalimantan,Bodrex Flu & Batuk,E-commerce,1214.065
2022-08-01,Kalimantan,Bodrex Flu & Batuk,Hospitals & Institutions,786.656
2022-08-01,Kalimantan,Hemaviton C1000,General Trade,1560.381
2022-08-01,Kalimantan,Hemaviton C1000,Modern Trade,1330.166
2022-08-01,Kalimantan,Hemaviton C1000,E-commerce,913.968
2022-08-01,Kalimantan,Hemaviton C1000,Hospitals & Institutions,617.093
2022-08-01,Kalimantan,Vidoran Smart,General Trade,1320.342
2022-08-01,Kalimantan,Vidoran Smart,Modern Trade,1139.677
2022-08-01,Kalimantan,Vidoran Smart,E-commerce,776.339
2022-08-01,Kalimantan,Vidoran Smart,Hospitals & Institutions,525.142
2022-08-01,Kalimantan,Marina Skin Care,General Trade,1191.636
2022-08-01,Kalimantan,Marina Skin Care,Modern Trade,1020.954
2022-08-01,Kalimantan,Marina Skin Care,E-commerce,696.234
2022-08-01,Kalimantan,Marina Skin Care,Hospitals & Institutions,466.189
2022-08-01,Sulawesi,Tempra,General Trade,1452.699
2022-08-01,Sulawesi,Tempra,Modern Trade,1302.424
2022-08-01,Sulawesi,Tempra,E-commerce,872.274
2022-08-01,Sulawesi,Tempra,Hospitals & Institutions,576.965
2022-08-01,Sulawesi,Bodrex Flu & Batuk,General Trade,1671.881
2022-08-01,Sulawesi,Bodrex Flu & Batuk,Modern Trade,1471.49
2022-08-01,Sulawesi,Bodrex Flu & Batuk,E-commerce,1001.202
2022-08-01,Sulawesi,Bodrex Flu & Batuk,Hospitals & Institutions,651.637
2022-08-01,Sulawesi,Hemaviton C1000,General Trade,1300.245
2022-08-01,Sulawesi,Hemaviton C1000,Modern Trade,1108.008
2022-08-01,Sulawesi,Hemaviton C1000,E-commerce,775.433
2022-08-01,Sulawesi,Hemaviton C1000,Hospitals & Institutions,500.664
2022-08-01,Sulawesi,Vidoran Smart,General Trade,1104.584
2022-08-01,Sulawesi,Vidoran Smart,Modern Trade,959.954
2022-08-01,Sulawesi,Vidoran Smart,E-commerce,636.992
2022-08-01,Sulawesi,Vidoran Smart,Hospitals & Institutions,427.967
2022-08-01,Sulawesi,Marina Skin Care,General Trade,968.467
2022-08-01,Sulawesi,Marina Skin Care,Modern Trade,871.242
2022-08-01,Sulawesi,Marina Skin Care,E-commerce,561.285
2022-08-01,Sulawesi,Marina Skin Care,Hospitals & Institutions,387.934
2022-09-01,Jawa Barat,Tempra,General Trade,5997.899
2022-09-01,Jawa Barat,Tempra,Modern Trade,5100.778
2022-09-01,Jawa Barat,Tempra,E-commerce,3609.795
2022-09-01,Jawa Barat,Tempra,Hospitals & Institutions,2396.933
2022-09-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,6973.958
2022-09-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6048.411
2022-09-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4003.674
2022-09-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,2683.438
2022-09-01,Jawa Barat,Hemaviton C1000,General Trade,5323.005
2022-09-01,Jawa Barat,Hemaviton C1000,Modern Trade,4662.297
2022-09-01,Jawa Barat,Hemaviton C1000,E-commerce,3108.957
2022-09-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2106.601
2022-09-01,Jawa Barat,Vidoran Smart,General Trade,4505.114
2022-09-01,Jawa Barat,Vidoran Smart,Modern Trade,3943.542
2022-09-01,Jawa Barat,Vidoran Smart,E-commerce,2696.341
2022-09-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,1750.739
2022-09-01,Jawa Barat,Marina Skin Care,General Trade,4015.949
2022-09-01,Jawa Barat,Marina Skin Care,Modern Trade,3409.404
2022-09-01,Jawa Barat,Marina Skin Care,E-commerce,2391.401
2022-09-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1578.189
2022-09-01,Jawa Timur,Tempra,General Trade,3604.324
2022-09-01,Jawa Timur,Tempra,Modern Trade,3006.688
2022-09-01,Jawa Timur,Tempra,E-commerce,2146.338
2022-09-01,Jawa Timur,Tempra,Hospitals & Institutions,1402.673
2022-09-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4100.767
2022-09-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,3584.683
2022-09-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2460.029
2022-09-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1645.988
2022-09-01,Jawa Timur,Hemaviton C1000,General Trade,3174.527
2022-09-01,Jawa Timur,Hemaviton C1000,Modern Trade,2782.36
2022-09-01,Jawa Timur,Hemaviton C1000,E-commerce,1861.268
2022-09-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1260.085
2022-09-01,Jawa Timur,Vidoran Smart,General Trade,2602.422
2022-09-01,Jawa Timur,Vidoran Smart,Modern Trade,2304.033
2022-09-01,Jawa Timur,Vidoran Smart,E-commerce,1545.634
2022-09-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1028.827
2022-09-01,Jawa Timur,Marina Skin Care,General Trade,2398.279
2022-09-01,Jawa Timur,Marina Skin Care,Modern Trade,2060.936
2022-09-01,Jawa Timur,Marina Skin Care,E-commerce,1423.606
2022-09-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,971.095
2022-09-01,Jawa Tengah,Tempra,General Trade,2520.526
2022-09-01,Jawa Tengah,Tempra,Modern Trade,2249.762
2022-09-01,Jawa Tengah,Tempra,E-commerce,1571.823
2022-09-01,Jawa Tengah,Tempra,Hospitals & Institutions,1020.177
2022-09-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,2937.051
2022-09-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2622.716
2022-09-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1721.47
2022-09-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1168.327
2022-09-01,Jawa Tengah,Hemaviton C1000,General Trade,2207.111
2022-09-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2001.015
2022-09-01,Jawa Tengah,Hemaviton C1000,E-commerce,1331.385
2022-09-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,899.294
2022-09-01,Jawa Tengah,Vidoran Smart,General Trade,1903.966
2022-09-01,Jawa Tengah,Vidoran Smart,Modern Trade,1720.453
2022-09-01,Jawa Tengah,Vidoran Smart,E-commerce,1162.98
2022-09-01,Jawa Tengah,Vidoran Smart,Hospitals & Institutions,749.072
2022-09-01,Jawa Tengah,Marina Skin Care,General Trade,1691.406
2022-09-01,Jawa Tengah,Marina Skin Care,Modern Trade,1546.689
2022-09-01,Jawa Tengah,Marina Skin Care,E-commerce,1038.945
2022-09-01,Jawa Tengah,Marina Skin Care,Hospitals & Institutions,692.394
2022-09-01,Sumatera,Tempra,General Trade,2135.403
2022-09-01,Sumatera,Tempra,Modern Trade,1883.656
2022-09-01,Sumatera,Tempra,E-commerce,1298.986
2022-09-01,Sumatera,Tempra,Hospitals & Institutions,851.14
2022-09-01,Sumatera,Bodrex Flu & Batuk,General Trade,2422.972
2022-09-01,Sumatera,Bodrex Flu & Batuk,Modern Trade,2108.477
2022-09-01,Sumatera,Bodrex Flu & Batuk,E-commerce,1446.363
2022-09-01,Sumatera,Bodrex Flu & Batuk,Hospitals & Institutions,987.334
2022-09-01,Sumatera,Hemaviton C1000,General Trade,1920.653
2022-09-01,Sumatera,Hemaviton C1000,Modern Trade,1687.064
2022-09-01,Sumatera,Hemaviton C1000,E-commerce,1123.879
2022-09-01,Sumatera,Hemaviton C1000,Hospitals & Institutions,749.007
2022-09-01,Sumatera,Vidoran Smart,General Trade,1575.331
2022-09-01,Sumatera,Vidoran Smart,Modern Trade,1439.636
2022-09-01,Sumatera,Vidoran Smart,E-commerce,929.839
2022-09-01,Sumatera,Vidoran Smart,Hospitals & Institutions,656.343
2022-09-01,Sumatera,Marina Skin Care,General Trade,1426.932
2022-09-01,Sumatera,Marina Skin Care,Modern Trade,1280.791
2022-09-01,Sumatera,Marina Skin Care,E-commerce,838.688
2022-09-01,Sumatera,Marina Skin Care,Hospitals & Institutions,575.424
2022-09-01,Kalimantan,Tempra,General Trade,1672.179
2022-09-01,Kalimantan,Tempra,Modern Trade,1448.183
2022-09-01,Kalimantan,Tempra,E-commerce,953.282
2022-09-01,Kalimantan,Tempra,Hospitals & Institutions,651.165
2022-09-01,Kalimantan,Bodrex Flu & Batuk,General Trade,1911.39
2022-09-01,Kalimantan,Bodrex Flu & Batuk,Modern Trade,1622.609
2022-09-01,Kalimantan,Bodrex Flu & Batuk,E-commerce,1137.995
2022-09-01,Kalimantan,Bodrex Flu & Batuk,Hospitals & Institutions,746.703
2022-09-01,Kalimantan,Hemaviton C1000,General Trade,1420.092
2022-09-01,Kalimantan,Hemaviton C1000,Modern Trade,1230.988
2022-09-01,Kalimantan,Hemaviton C1000,E-commerce,869.316
2022-09-01,Kalimantan,Hemaviton C1000,Hospitals & Institutions,567.583
2022-09-01,Kalimantan,Vidoran Smart,General Trade,1207.905
2022-09-01,Kalimantan,Vidoran Smart,Modern Trade,1054.484
2022-09-01,Kalimantan,Vidoran Smart,E-commerce,741.332
2022-09-01,Kalimantan,Vidoran Smart,Hospitals & Institutions,486.998
2022-09-01,Kalimantan,Marina Skin Care,General Trade,1107.091
2022-09-01,Kalimantan,Marina Skin Care,Modern Trade,987.201
2022-09-01,Kalimantan,Marina Skin Care,E-commerce,664.517
2022-09-01,Kalimantan,Marina Skin Care,Hospitals & Institutions,433.844
2022-09-01,Sulawesi,Tempra,General Trade,1356.096
2022-09-01,Sulawesi,Tempra,Modern Trade,1179.599
2022-09-01,Sulawesi,Tempra,E-commerce,798.88
2022-09-01,Sulawesi,Tempra,Hospitals & Institutions,565.326
2022-09-01,Sulawesi,Bodrex Flu & Batuk,General Trade,1609.492
2022-09-01,Sulawesi,Bodrex Flu & Batuk,Modern Trade,1347.009
2022-09-01,Sulawesi,Bodrex Flu & Batuk,E-commerce,941.509
2022-09-01,Sulawesi,Bodrex Flu & Batuk,Hospitals & Institutions,628.173
2022-09-01,Sulawesi,Hemaviton C1000,General Trade,1189.135
2022-09-01,Sulawesi,Hemaviton C1000,Modern Trade,1034.564
2022-09-01,Sulawesi,Hemaviton C1000,E-commerce,731.971
2022-09-01,Sulawesi,Hemaviton C1000,Hospitals & Institutions,477.383
2022-09-01,Sulawesi,Vidoran Smart,General Trade,1001.118
2022-09-01,Sulawesi,Vidoran Smart,Modern Trade,878.355
2022-09-01,Sulawesi,Vidoran Smart,E-commerce,614.004
2022-09-01,Sulawesi,Vidoran Smart,Hospitals & Institutions,401.144
2022-09-01,Sulawesi,Marina Skin Care,General Trade,926.344
2022-09-01,Sulawesi,Marina Skin Care,Modern Trade,804.522
2022-09-01,Sulawesi,Marina Skin Care,E-commerce,548.435
2022-09-01,Sulawesi,Marina Skin Care,Hospitals & Institutions,368.409
2022-10-01,Jawa Barat,Tempra,General Trade,6078.091
2022-10-01,Jawa Barat,Tempra,Modern Trade,5258.36
2022-10-01,Jawa Barat,Tempra,E-commerce,3784.67
2022-10-01,Jawa Barat,Tempra,Hospitals & Institutions,2533.652
2022-10-01,Jawa Barat,Bodrex Flu & Batuk,General Trade,7072.274
2022-10-01,Jawa Barat,Bodrex Flu & Batuk,Modern Trade,6294.756
2022-10-01,Jawa Barat,Bodrex Flu & Batuk,E-commerce,4289.723
2022-10-01,Jawa Barat,Bodrex Flu & Batuk,Hospitals & Institutions,2812.088
2022-10-01,Jawa Barat,Hemaviton C1000,General Trade,5408.977
2022-10-01,Jawa Barat,Hemaviton C1000,Modern Trade,4619.67
2022-10-01,Jawa Barat,Hemaviton C1000,E-commerce,3286.961
2022-10-01,Jawa Barat,Hemaviton C1000,Hospitals & Institutions,2196.967
2022-10-01,Jawa Barat,Vidoran Smart,General Trade,4568.409
2022-10-01,Jawa Barat,Vidoran Smart,Modern Trade,4070.969
2022-10-01,Jawa Barat,Vidoran Smart,E-commerce,2736.682
2022-10-01,Jawa Barat,Vidoran Smart,Hospitals & Institutions,1881.735
2022-10-01,Jawa Barat,Marina Skin Care,General Trade,4206.437
2022-10-01,Jawa Barat,Marina Skin Care,Modern Trade,3637.112
2022-10-01,Jawa Barat,Marina Skin Care,E-commerce,2508.315
2022-10-01,Jawa Barat,Marina Skin Care,Hospitals & Institutions,1617.334
2022-10-01,Jawa Timur,Tempra,General Trade,3740.509
2022-10-01,Jawa Timur,Tempra,Modern Trade,3205.459
2022-10-01,Jawa Timur,Tempra,E-commerce,2207.094
2022-10-01,Jawa Timur,Tempra,Hospitals & Institutions,1498.3
2022-10-01,Jawa Timur,Bodrex Flu & Batuk,General Trade,4106.81
2022-10-01,Jawa Timur,Bodrex Flu & Batuk,Modern Trade,3688.484
2022-10-01,Jawa Timur,Bodrex Flu & Batuk,E-commerce,2547.032
2022-10-01,Jawa Timur,Bodrex Flu & Batuk,Hospitals & Institutions,1665.668
2022-10-01,Jawa Timur,Hemaviton C1000,General Trade,3228.48
2022-10-01,Jawa Timur,Hemaviton C1000,Modern Trade,2799.233
2022-10-01,Jawa Timur,Hemaviton C1000,E-commerce,1913.683
2022-10-01,Jawa Timur,Hemaviton C1000,Hospitals & Institutions,1305.885
2022-10-01,Jawa Timur,Vidoran Smart,General Trade,2720.191
2022-10-01,Jawa Timur,Vidoran Smart,Modern Trade,2407.506
2022-10-01,Jawa Timur,Vidoran Smart,E-commerce,1604.302
2022-10-01,Jawa Timur,Vidoran Smart,Hospitals & Institutions,1109.79
2022-10-01,Jawa Timur,Marina Skin Care,General Trade,2374.622
2022-10-01,Jawa Timur,Marina Skin Care,Modern Trade,2072.244
2022-10-01,Jawa Timur,Marina Skin Care,E-commerce,1425.757
2022-10-01,Jawa Timur,Marina Skin Care,Hospitals & Institutions,989.833
2022-10-01,Jawa Tengah,Tempra,General Trade,2655.585
2022-10-01,Jawa Tengah,Tempra,Modern Trade,2263.202
2022-10-01,Jawa Tengah,Tempra,E-commerce,1546.578
2022-10-01,Jawa Tengah,Tempra,Hospitals & Institutions,1039.841
2022-10-01,Jawa Tengah,Bodrex Flu & Batuk,General Trade,2990.479
2022-10-01,Jawa Tengah,Bodrex Flu & Batuk,Modern Trade,2717.824
2022-10-01,Jawa Tengah,Bodrex Flu & Batuk,E-commerce,1840.06
2022-10-01,Jawa Tengah,Bodrex Flu & Batuk,Hospitals & Institutions,1208.814
2022-10-01,Jawa Tengah,Hemaviton C1000,General Trade,2404.981
2022-10-01,Jawa Tengah,Hemaviton C1000,Modern Trade,2018.239
2022-10-01,Jawa Tengah,Hemaviton C1000,E-commerce,1352.281
2022-10-01,Jawa Tengah,Hemaviton C1000,Hospitals & Institutions,951.36
2022-10-01,Jawa Tengah,Vidoran Smart,General Trade,2000.883
2022-10-01,Jawa Tengah,Vidoran Smart,Modern Trade,1713.687
2022-10-01,Jawa Tengah,Vidoran Smart,E-commerce,1160.832
